chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,position
,,51938,0,0,0,0,0,3,2.3,2.8,1,Marc,1.0,221,False,,,55,51938.jpg,1.0,Albrighton,0.2,False,,a,Leicester,13,1,468,468,520,520,0.2,0.2,Albrighton,23,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.8,0.0,0.1,154,76,118,71,389,137,161,80,4.0,,,,,,Midfielder
,,61604,0,0,0,0,0,3,1.5,2.0,0,Matty,0.0,222,False,,,45,61604.jpg,0.0,James,0.5,False,,a,Leicester,13,0,1026,1026,1445,1445,0.0,0.0,James,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,215,82,207,83,163,55,221,85,,,,,,,Midfielder
,,95463,0,0,0,0,0,1,2.2,2.7,0,Danny,0.0,223,False,,,45,95463.jpg,0.0,Ward,0.2,False,,a,Leicester,13,0,155,155,333,333,0.0,0.0,Ward,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,230,37,222,26,183,26,236,37,,,,,,,Goalkeeper
,,101668,0,0,0,0,1,4,4.3,4.8,13,Jamie,13.0,224,True,,,100,101668.jpg,13.0,Vardy,18.9,False,,a,Leicester,13,13,36185,36185,16790,16790,1.3,1.3,Vardy,90,2,0,1,0,0,0,0,0,0,0,3,52,71.2,10.3,36.0,11.8,2,1,60,12,16,8,3,1,,,,,1.0,,Forward
,,106837,0,0,0,0,0,3,2.3,2.8,6,Dennis,6.0,225,False,,,55,106837.jpg,6.0,Praet,0.1,False,,a,Leicester,13,6,1518,1518,385,385,1.1,1.1,Praet,74,0,1,1,0,0,0,0,0,0,0,0,25,27.8,16.8,33.0,7.8,24,10,29,17,24,10,23,12,,,,,,,Midfielder
0.0,0.0,111931,0,0,0,0,0,2,0.0,0.0,0,Ricardo Domingos,0.0,226,False,Knee injury - Expected back 17 Oct,2020-08-15T10:00:11.805174Z,60,111931.jpg,0.0,Barbosa Pereira,0.1,False,,i,Leicester,13,0,161,161,843,843,0.0,0.0,Pereira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,474,191,474,191,470,190,476,191,,,,,,,Defender
100.0,100.0,155569,0,0,0,0,0,2,1.5,2.0,0,Daniel,0.0,227,False,,2020-08-15T10:00:11.830679Z,40,155569.jpg,0.0,Amartey,1.6,False,,a,Leicester,13,0,2636,2636,2436,2436,0.0,0.0,Amartey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,167,52,159,52,109,30,174,52,,,,,,,Defender
,,166989,0,0,0,0,0,3,2.7,3.2,3,Youri,3.0,228,False,,,65,166989.jpg,3.0,Tielemans,2.2,False,,a,Leicester,13,3,2190,2190,3931,3931,0.5,0.5,Tielemans,90,0,0,1,0,0,0,0,0,0,0,0,17,13.8,6.2,9.0,2.9,77,26,67,38,55,33,73,33,2.0,,4.0,,,,Midfielder
,,168580,0,0,0,0,0,3,2.7,3.2,3,Ayoze,3.0,229,False,,,65,168580.jpg,3.0,Pérez,3.6,False,,a,Leicester,13,3,2414,2414,7823,7823,0.5,0.5,Pérez,66,0,0,1,0,0,0,0,0,0,0,0,5,0.0,2.5,24.0,2.7,500,196,92,56,30,14,82,39,,,,,2.0,,Midfielder
,,172632,0,0,0,0,0,3,2.3,2.8,0,Demarai,0.0,230,False,,,55,172632.jpg,0.0,Gray,0.2,False,,a,Leicester,13,0,383,383,816,816,0.0,0.0,Gray,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,436,165,436,165,428,159,438,166,5.0,,3.0,,4.0,,Midfielder
100.0,50.0,172780,0,0,0,0,0,3,2.9,1.7,1,James,1.0,231,False,,2020-08-27T16:30:08.660331Z,70,172780.jpg,1.0,Maddison,1.4,False,,a,Leicester,13,1,2169,2169,5010,5010,0.1,0.1,Maddison,15,0,0,0,0,0,0,0,0,0,0,0,4,2.8,12.3,0.0,1.5,137,62,44,26,505,201,123,57,1.0,,1.0,,3.0,,Midfielder
,,173515,0,0,0,0,0,4,2.3,2.8,0,Kelechi,0.0,233,False,,,60,173515.jpg,0.0,Iheanacho,0.7,False,,a,Leicester,13,0,1388,1388,2996,2996,0.0,0.0,Iheanacho,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,481,49,482,49,478,50,483,50,,,,,5.0,,Forward
,,197469,0,0,0,0,0,3,1.9,2.4,0,Hamza,0.0,234,False,,,50,197469.jpg,0.0,Choudhury,0.1,False,,a,Leicester,13,0,147,147,269,269,0.0,0.0,Choudhury,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,370,134,369,134,353,120,374,135,,,,,,,Midfielder
,,201666,0,0,0,0,0,3,2.9,3.4,3,Harvey,3.0,235,False,,,70,201666.jpg,3.0,Barnes,4.2,False,,a,Leicester,13,3,2876,2876,9119,9119,0.4,0.4,Barnes,90,0,0,1,0,0,0,0,0,0,0,0,8,18.0,18.3,66.0,10.2,56,17,26,14,4,3,9,6,,,,,,,Midfielder
,,203341,0,0,0,0,0,3,1.9,2.4,3,Wilfred,3.0,236,False,,,50,203341.jpg,3.0,Ndidi,2.3,False,,a,Leicester,13,3,3771,3771,4321,4321,0.6,0.6,Ndidi,90,0,0,1,0,0,0,0,0,0,0,0,15,27.2,1.2,0.0,2.8,25,11,111,69,358,123,75,34,,,,,,,Midfielder
0.0,0.0,213405,0,0,0,0,0,2,0.0,0.0,0,Filip,0.0,237,False,Hip injury - Unknown return date,2020-09-11T16:00:17.923567Z,45,213405.jpg,0.0,Benkovic,0.1,False,,i,Leicester,13,0,18,18,849,849,0.0,0.0,Benkovic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,275,122,269,122,236,112,281,122,,,,,,,Defender
,,218031,0,0,0,0,0,2,3.0,3.5,6,Çaglar,6.0,238,False,,,55,218031.jpg,6.0,Söyüncü,13.6,False,,a,Leicester,13,6,10653,10653,12186,12186,1.1,1.1,Söyüncü,90,0,0,1,0,0,0,0,0,0,0,0,29,15.6,1.4,6.0,2.3,69,35,103,25,66,13,95,31,,,,,,,Defender
,,220627,0,0,0,0,1,2,2.1,2.6,9,James,9.0,239,True,,,45,220627.jpg,9.0,Justin,12.2,False,,a,Leicester,13,9,39291,39291,6980,6980,2.0,2.0,Justin,90,0,1,1,0,0,0,0,1,0,0,1,32,20.0,13.0,2.0,3.5,47,22,41,11,84,22,62,21,,,,,,,Defender
,,244619,0,0,0,0,0,2,2.1,2.6,0,Luke,0.0,240,False,,,45,244619.jpg,0.0,Thomas,0.5,False,,a,Leicester,13,0,247,247,1650,1650,0.0,0.0,Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,293,128,287,128,258,120,299,128,,,,,,,Defender
,,166477,0,0,0,0,1,2,3.0,3.5,14,Timothy,14.0,498,True,,,55,166477.jpg,14.0,Castagne,1.7,False,,a,Leicester,13,14,20200,20200,2402,2402,2.5,2.5,Castagne,90,1,0,1,0,0,0,0,0,0,0,2,38,45.8,3.0,35.0,8.4,6,2,84,20,18,3,17,4,,,,,,,Defender
,,86881,0,0,0,0,0,3,1.5,2.0,3,Nampalys,3.0,518,False,,,45,86881.jpg,3.0,Mendy,0.5,False,,a,Leicester,13,3,5763,5763,1136,1136,0.7,0.7,Mendy,90,0,0,1,0,0,0,0,0,0,0,0,11,9.8,3.5,0.0,1.3,92,34,78,47,180,57,127,58,,,,,,,Midfielder
,,28690,0,0,0,0,0,3,2.1,0.6,2,Pablo,2.0,193,False,,,60,28690.jpg,2.0,Hernández Domínguez,1.9,False,,a,Leeds,2,2,2376,2376,5027,5027,0.3,0.3,Hernández,61,0,0,0,3,0,0,0,0,0,0,0,8,7.6,2.9,2.0,1.3,104,39,85,52,93,47,128,59,3.0,,3.0,,,,Midfielder
,,39790,0,0,0,0,0,1,1.7,0.2,0,Francisco,0.0,194,False,,,45,39790.jpg,0.0,Casilla Cortés,2.5,False,,a,Leeds,2,0,1952,1952,7003,7003,0.0,0.0,Casilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,198,29,190,17,142,17,205,29,,,,,,,Goalkeeper
75.0,,55914,0,0,0,0,0,2,1.2,0.1,0,Liam,0.0,195,False,Knock - 75% chance of playing,2020-09-12T18:30:10.224197Z,45,55914.jpg,0.0,Cooper,0.8,False,,d,Leeds,2,0,365,365,3854,3854,0.0,0.0,Cooper,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,209,80,200,80,155,62,215,80,,,,,,,Defender
,,57913,0,0,0,0,0,2,1.0,-0.5,0,Barry,0.0,196,False,,,40,57913.jpg,0.0,Douglas,15.4,False,,a,Leeds,2,0,8845,8845,30332,30332,0.0,0.0,Douglas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,161,50,153,50,103,28,168,50,2.0,,2.0,,,,Defender
,,66588,0,0,0,0,0,2,1.6,0.1,0,Luke,0.0,197,False,,,45,66588.jpg,0.0,Ayling,4.2,False,,a,Leeds,2,0,10463,10463,4799,4799,0.0,0.0,Ayling,90,0,0,0,4,0,0,0,0,0,0,0,15,35.6,4.3,0.0,4.0,19,6,73,17,166,68,53,15,,,,,,,Defender
,,72222,0,0,0,0,1,3,1.8,0.3,9,Mateusz,9.0,198,True,,,55,72222.jpg,9.0,Klich,1.4,False,,a,Leeds,2,9,26331,26331,2669,2669,1.6,1.6,Klich,80,1,0,0,3,0,0,0,0,0,0,2,33,54.8,4.8,23.0,8.3,4,3,70,41,32,16,18,9,,,,,1.0,,Midfielder
0.0,0.0,80179,0,0,0,0,0,3,0.0,0.0,0,Adam,0.0,199,False,Hip injury - Unknown return date,2020-09-10T13:00:10.171553Z,50,80179.jpg,0.0,Forshaw,0.0,False,,i,Leeds,2,0,8,8,256,256,0.0,0.0,Forshaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,326,116,323,116,299,98,331,118,,,,,,,Midfielder
,,87873,0,0,0,0,0,2,1.6,0.1,3,Stuart,3.0,200,False,,,45,87873.jpg,3.0,Dallas,4.7,False,,a,Leeds,2,3,17624,17624,4505,4505,0.7,0.7,Dallas,90,0,1,0,4,0,0,0,0,0,0,0,21,23.2,1.3,2.0,2.7,36,15,105,26,81,20,78,26,,,,,,,Defender
,,105377,0,0,0,0,0,2,1.6,0.1,0,Ezgjan,0.0,201,False,,,45,105377.jpg,0.0,Alioski,0.7,False,,a,Leeds,2,0,644,644,2530,2530,0.0,0.0,Alioski,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,235,95,228,95,190,82,241,95,,,,,,,Defender
,,106617,0,0,0,0,0,4,1.5,0.0,7,Patrick,7.0,202,False,,,55,106617.jpg,7.0,Bamford,6.2,False,,a,Leeds,2,7,103252,103252,9820,9820,1.3,1.3,Bamford,61,1,0,0,3,0,0,0,0,0,0,1,28,40.0,0.5,27.0,6.8,10,2,128,16,26,11,29,9,,,,,2.0,,Forward
,,221399,0,0,0,0,0,3,1.8,0.3,7,Jack,7.0,203,False,,,55,221399.jpg,7.0,Harrison,1.5,False,,a,Leeds,2,7,39527,39527,3970,3970,1.3,1.3,Harrison,90,1,0,0,4,0,0,0,0,0,0,0,23,43.6,6.5,19.0,6.9,7,4,66,37,44,26,28,15,4.0,,,,,,Midfielder
,,155405,0,0,0,0,0,3,1.4,-0.1,5,Kalvin,5.0,204,False,,,50,155405.jpg,5.0,Phillips,2.9,False,,a,Leeds,2,5,21140,21140,4331,4331,1.0,1.0,Phillips,90,0,1,0,4,0,0,0,0,0,0,0,24,36.4,24.6,1.0,6.2,18,7,16,11,96,50,31,17,1.0,,1.0,,,,Midfielder
,,165808,0,0,0,0,0,3,1.8,0.3,5,Hélder Wander,5.0,205,False,,,55,165808.jpg,5.0,Sousa de Azevedo e Costa,0.5,False,,a,Leeds,2,5,6625,6625,1164,1164,0.9,0.9,Costa,90,0,1,0,4,0,0,0,0,0,0,0,18,25.6,14.9,6.0,4.7,30,12,32,20,65,37,41,21,,,,,,,Midfielder
,,173821,0,0,0,0,0,3,1.4,-0.1,1,Tyler,1.0,206,False,,,50,173821.jpg,1.0,Roberts,0.1,False,,a,Leeds,2,1,159,159,268,268,0.2,0.2,Roberts,28,0,0,0,1,0,0,0,0,0,0,0,5,7.2,0.0,0.0,0.7,106,41,359,130,342,115,139,65,,,,,,,Midfielder
,,204642,0,0,0,0,0,3,1.4,-0.1,0,Jay-Roy,0.0,207,False,,,50,204642.jpg,0.0,Grot,0.0,False,,a,Leeds,2,0,58,58,171,171,0.0,0.0,Grot,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,375,137,374,137,359,124,379,138,,,,,,,Midfielder
,,214987,0,0,0,0,0,1,1.0,-0.5,0,Kamil,0.0,208,False,,,40,214987.jpg,0.0,Miazek,2.4,False,,a,Leeds,2,0,2102,2102,1877,1877,0.0,0.0,Miazek,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,173,21,165,9,115,9,180,21,,,,,,,Goalkeeper
,,215460,0,0,0,0,0,3,1.0,-0.5,0,Ian Carlo,0.0,209,False,,,45,215460.jpg,0.0,Poveda-Ocampo,0.3,False,,a,Leeds,2,0,281,281,966,966,0.0,0.0,Poveda-Ocampo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,276,92,270,93,238,70,282,95,,,,,,,Midfielder
,,221610,0,0,0,0,0,3,1.4,-0.1,1,Jamie,1.0,210,False,,,50,221610.jpg,1.0,Shackleton,0.1,False,,a,Leeds,2,1,54,54,143,143,0.2,0.2,Shackleton,9,0,0,0,1,0,0,0,0,0,0,0,6,3.0,0.4,0.0,0.3,133,59,130,73,365,126,151,73,,,,,,,Midfielder
,,222694,0,0,0,0,0,2,1.0,-0.5,0,Pascal,0.0,211,False,,,40,222694.jpg,0.0,Struijk,1.9,False,,a,Leeds,2,0,13360,13360,3546,3546,0.0,0.0,Struijk,90,0,0,0,4,0,0,0,0,0,0,0,19,41.0,0.1,0.0,4.1,9,3,144,47,121,40,49,14,,,,,,,Defender
,,434138,0,0,0,0,0,3,1.0,-0.5,0,Jordan,0.0,212,False,,,45,434138.jpg,0.0,Stevens,1.6,False,,a,Leeds,2,0,2402,2402,4329,4329,0.0,0.0,Stevens,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,295,101,289,102,260,80,301,104,,,,,,,Midfielder
,,437495,0,0,0,0,0,1,1.7,0.2,1,Illan,1.0,213,False,,,45,437495.jpg,1.0,Meslier,1.2,False,,a,Leeds,2,1,8804,8804,1682,1682,0.2,0.2,Meslier,90,0,0,0,4,0,0,0,0,0,3,0,20,17.8,0.0,0.0,1.8,57,8,290,36,261,36,110,8,,,,,,,Goalkeeper
,,455084,0,0,0,0,0,2,1.0,-0.5,0,Leif,0.0,214,False,,,40,455084.jpg,0.0,Davis,1.5,False,,a,Leeds,2,0,1310,1310,2994,2994,0.0,0.0,Davis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,182,65,174,65,126,45,189,65,,,,,,,Defender
,,467114,0,0,0,0,0,2,1.0,-0.5,0,Oliver,0.0,215,False,,,40,467114.jpg,0.0,Casey,0.9,False,,a,Leeds,2,0,675,675,1679,1679,0.0,0.0,Casey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,184,67,176,67,128,47,191,67,,,,,,,Defender
,,193645,0,0,0,0,0,2,1.6,0.1,0,Robin,0.0,491,False,,,45,193645.jpg,0.0,Koch,0.6,False,,a,Leeds,2,0,1550,1550,1059,1059,0.0,0.0,Koch,90,0,0,0,4,0,0,0,0,0,0,0,14,23.4,0.2,18.0,4.2,34,13,143,46,47,6,48,13,,,,,,,Defender
,,80954,0,0,0,0,0,4,1.8,0.3,1,Rodrigo,1.0,492,False,,,60,80954.jpg,1.0,Moreno,8.0,False,,a,Leeds,2,1,14725,14725,24789,24789,0.2,0.2,Rodrigo,28,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.3,0.0,0.0,463,45,139,18,458,46,465,46,,,,,,,Forward
,,15157,0,0,0,0,0,3,2.3,3.3,0,James,0.0,241,False,,,55,15157.jpg,0.0,Milner,0.2,False,,a,Liverpool,14,0,237,237,808,808,0.0,0.0,Milner,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,391,145,390,145,376,133,395,146,4.0,,,,1.0,,Midfielder
75.0,75.0,214285,0,0,0,0,0,2,2.0,2.7,0,Konstantinos,0.0,242,False,Lack of match fitness - 75% chance of playing,2020-09-05T13:00:09.086934Z,50,214285.jpg,0.0,Tsimikas,0.1,False,,d,Liverpool,14,0,24,24,324,324,0.0,0.0,Tsimikas,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,378,164,377,164,362,161,382,164,,,,,,,Defender
,,41733,0,0,0,0,0,3,2.3,3.3,2,Georginio,2.0,243,False,,,55,41733.jpg,2.0,Wijnaldum,2.1,False,,a,Liverpool,14,2,2575,2575,4757,4757,0.4,0.4,Wijnaldum,90,0,0,0,3,0,0,0,0,0,0,0,9,15.8,23.0,35.0,7.4,67,20,18,12,17,7,25,13,,,,,,,Midfielder
100.0,75.0,56979,0,0,0,0,0,3,2.3,2.5,2,Jordan,2.0,244,False,,2020-09-11T12:30:13.554738Z,55,56979.jpg,2.0,Henderson,2.9,False,,a,Liverpool,14,2,2055,2055,10625,10625,0.4,0.4,Henderson,65,0,0,0,2,0,0,0,0,0,0,0,19,14.0,2.0,7.0,2.3,74,24,96,60,61,35,93,44,,,3.0,,,,Midfielder
,,60706,0,0,0,0,0,1,2.2,3.2,0,Adrián,0.0,245,False,,,45,60706.jpg,0.0,San Miguel del Castillo,0.3,False,,a,Liverpool,14,0,229,229,632,632,0.0,0.0,Adrián,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,214,32,206,21,162,21,220,32,,,,,,,Goalkeeper
,,60914,0,0,0,0,0,2,3.0,4.0,1,Joel,1.0,246,False,,,55,60914.jpg,1.0,Matip,0.5,False,,a,Liverpool,14,1,413,413,1759,1759,0.2,0.2,Matip,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,407,173,409,173,395,170,411,173,,,,,,,Defender
75.0,75.0,68312,0,0,0,0,0,3,2.1,2.8,0,Xherdan,0.0,247,False,Lack of match fitness - 75% chance of playing,2020-09-11T12:30:13.571573Z,65,68312.jpg,0.0,Shaqiri,0.1,False,,d,Liverpool,14,0,17,17,456,456,0.0,0.0,Shaqiri,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,494,191,495,192,491,189,495,192,5.0,,5.0,,,,Midfielder
50.0,50.0,81880,0,0,0,0,0,3,1.4,1.9,0,Alex,0.0,248,False,Knee injury - 50% chance of playing,2020-08-21T14:30:10.835560Z,65,81880.jpg,0.0,Oxlade-Chamberlain,0.1,False,,d,Liverpool,14,0,54,54,319,319,0.0,0.0,Chamberlain,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,495,192,496,193,492,190,496,193,,,,,,,Midfielder
,,92217,0,0,0,0,0,4,4.0,5.0,1,Roberto,1.0,249,False,,,95,92217.jpg,1.0,Firmino,4.2,False,,a,Liverpool,14,1,2224,2224,16711,16711,0.1,0.1,Firmino,90,0,0,0,3,0,0,0,1,0,0,0,10,5.8,7.2,38.0,5.1,117,12,65,13,13,7,37,11,,,,,4.0,,Forward
,,97032,0,0,0,0,0,2,3.8,4.8,7,Virgil,7.0,250,False,,,65,97032.jpg,7.0,van Dijk,27.7,False,,a,Liverpool,14,7,22798,22798,20365,20365,1.1,1.1,van Dijk,90,1,0,0,3,0,0,0,0,0,0,0,19,37.6,0.8,37.0,7.5,16,5,120,34,14,1,24,5,,,,,,,Defender
,,110979,0,0,0,0,0,3,4.5,5.5,2,Sadio,2.0,251,False,,,120,110979.jpg,2.0,Mané,12.4,False,,a,Liverpool,14,2,2582,2582,79876,79876,0.2,0.2,Mané,90,0,0,0,3,0,0,0,0,0,0,0,14,13.2,45.5,75.0,13.4,79,27,5,4,2,2,2,2,,,,,3.0,,Midfielder
,,116535,0,0,0,0,0,1,4.5,5.5,1,Alisson,1.0,252,False,,,60,116535.jpg,1.0,Ramses Becker,12.6,False,,a,Liverpool,14,1,3966,3966,23849,23849,0.2,0.2,Alisson,90,0,0,0,3,0,0,0,0,0,0,0,9,3.8,0.0,0.0,0.4,130,12,476,53,472,53,149,12,,,,,,,Goalkeeper
,,116643,0,0,0,0,0,3,2.3,3.3,4,Fabio Henrique,4.0,253,False,,,55,116643.jpg,4.0,Tavares,1.5,False,,a,Liverpool,14,4,3646,3646,4574,4574,0.7,0.7,Fabinho,32,0,1,0,1,0,0,0,0,0,0,0,13,4.2,1.0,2.0,0.7,127,54,114,70,90,46,140,66,,,4.0,,,,Midfielder
,,118748,0,0,0,0,1,3,4.5,5.5,20,Mohamed,20.0,254,True,,,120,118748.jpg,20.0,Salah,34.5,False,,a,Liverpool,14,20,95435,95435,27099,27099,1.7,1.7,Salah,90,3,0,0,3,0,0,0,0,0,0,3,69,117.2,50.1,161.0,32.8,1,1,3,2,1,1,1,1,6.0,,2.0,,2.0,,Midfielder
,,122798,0,0,0,0,0,2,4.1,5.1,4,Andrew,4.0,255,False,,,70,122798.jpg,4.0,Robertson,13.3,False,,a,Liverpool,14,4,13354,13354,19136,19136,0.6,0.6,Robertson,90,0,1,0,3,0,0,0,0,0,0,0,20,23.4,19.6,4.0,4.7,35,14,23,8,79,18,42,10,2.0,,,,,,Defender
,,152760,0,0,0,0,0,4,2.0,3.0,0,Divock,0.0,256,False,,,55,152760.jpg,0.0,Origi,1.3,False,,a,Liverpool,14,0,1531,1531,5456,5456,0.0,0.0,Origi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,428,35,429,37,418,37,431,37,,,,,,,Forward
,,153682,0,0,0,0,0,3,2.3,3.3,0,Harry,0.0,257,False,,,55,153682.jpg,0.0,Wilson,0.1,False,,a,Liverpool,14,0,24,24,537,537,0.0,0.0,Harry Wilson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,429,160,430,160,419,152,432,161,,,,,,,Midfielder
,,157882,0,0,0,0,0,3,2.7,3.7,0,Takumi,0.0,258,False,,,65,157882.jpg,0.0,Minamino,0.5,False,,a,Liverpool,14,0,330,330,3538,3538,0.0,0.0,Minamino,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,498,194,499,195,496,193,499,195,,,,,,,Midfielder
,,169187,0,0,0,0,0,2,4.5,5.5,1,Trent,1.0,259,False,,,75,169187.jpg,1.0,Alexander-Arnold,54.1,False,,a,Liverpool,14,1,8400,8400,74304,74304,0.1,0.1,Alexander-Arnold,88,0,0,0,3,0,0,0,0,0,0,0,10,7.8,30.4,0.0,3.8,103,46,12,4,511,192,57,17,1.0,,1.0,,,,Defender
,,171287,0,0,0,0,0,2,3.0,4.0,1,Joseph,1.0,260,False,,,55,171287.jpg,1.0,Gomez,5.0,False,,a,Liverpool,14,1,4754,4754,14473,14473,0.2,0.2,Gomez,90,0,0,0,3,0,0,0,0,0,0,0,13,19.2,1.0,0.0,2.0,51,25,115,31,426,180,106,36,,,,,,,Defender
,,175592,0,0,0,0,0,3,2.3,3.3,1,Naby,1.0,261,False,,,55,175592.jpg,1.0,Keita,1.1,False,,a,Liverpool,14,1,1464,1464,3970,3970,0.2,0.2,Keita,57,0,0,0,2,0,0,0,0,0,0,0,2,6.6,4.6,24.0,3.5,112,45,71,42,29,13,63,27,,,,,,,Midfielder
,,195473,0,0,0,0,0,4,1.5,2.5,0,Rhian,0.0,262,False,,,45,195473.jpg,0.0,Brewster,5.9,False,,a,Liverpool,14,0,14028,14028,11767,11767,0.0,0.0,Brewster,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,264,20,258,22,224,23,270,23,,,,,,,Forward
,,206915,0,0,0,0,0,3,1.5,2.5,1,Curtis,1.0,263,False,,,45,206915.jpg,1.0,Jones,0.6,False,,a,Liverpool,14,1,2074,2074,1333,1333,0.2,0.2,Jones,24,0,0,0,1,0,0,0,0,0,0,0,2,2.4,13.3,2.0,1.8,138,63,39,24,83,45,109,50,,,,,,,Midfielder
,,215136,0,0,0,0,0,2,1.5,2.5,0,Neco,0.0,264,False,,,40,215136.jpg,0.0,Williams,4.6,False,,a,Liverpool,14,0,4047,4047,7751,7751,0.0,0.0,Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,174,58,166,58,116,36,181,58,3.0,,,,,,Defender
,,444884,0,0,0,0,0,3,1.5,2.5,0,Harvey,0.0,265,False,,,45,444884.jpg,0.0,Elliott,0.2,False,,a,Liverpool,14,0,226,226,447,447,0.0,0.0,Elliott,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,296,102,291,103,262,81,302,105,,,,,,,Midfielder
,,27789,0,0,0,0,0,2,3.5,0.0,0,Fernando,0.0,266,False,,,55,27789.jpg,0.0,Luiz Rosa,1.2,False,,a,Man City,43,0,1967,1967,1451,1451,0.0,0.0,Fernandinho,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,395,169,396,169,381,166,399,169,,,,,,,Defender
0.0,0.0,33148,0,0,0,0,0,1,0.0,0.0,0,Claudio,0.0,267,False,Contract expired,2020-08-18T13:59:17.226190Z,45,33148.jpg,0.0,Bravo,0.0,False,,u,Man City,43,0,36,36,166,166,0.0,0.0,Bravo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,194,28,186,16,138,16,201,28,,,,,,,Goalkeeper
,,37572,0,0,0,0,0,4,5.0,0.0,0,Sergio,0.0,268,False,,,105,37572.jpg,0.0,Agüero,4.3,False,,a,Man City,43,0,9383,9383,6453,6453,0.0,0.0,Agüero,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,524,65,524,65,524,65,524,65,,,,,2.0,,Forward
,,57410,0,0,0,0,0,2,3.1,0.0,0,Nicolás,0.0,269,False,,,50,57410.jpg,0.0,Otamendi,0.8,False,,a,Man City,43,0,818,818,926,926,0.0,0.0,Otamendi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,314,136,311,136,286,129,320,136,,,,,,,Defender
,,58621,0,0,0,0,0,2,3.9,0.0,0,Kyle,0.0,270,False,,,60,58621.jpg,0.0,Walker,5.3,False,,a,Man City,43,0,6482,6482,5965,5965,0.0,0.0,Walker,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,459,188,460,188,453,186,461,188,,,,,,,Defender
